time,temperature_2m,relative_humidity_2m,pressure_msl,dew_point_2m
2025-01-22T02:00,-5.7,73,1031.3,-9.9
2025-01-22T03:00,-5.7,69,1030.8,-10.4
2025-01-22T04:00,-5.7,65,1031.0,-11.3
2025-01-22T05:00,-5.8,60,1030.5,-12.4
2025-01-22T06:00,-6.0,58,1030.3,-12.9
2025-01-22T07:00,-6.2,55,1030.5,-13.7
2025-01-22T08:00,-6.6,55,1031.9,-14.1
2025-01-22T09:00,-6.6,65,1032.8,-12.1
2025-01-22T10:00,-6.4,62,1034.3,-12.5
2025-01-22T11:00,-5.9,55,1034.9,-13.4
2025-01-22T12:00,-5.5,50,1035.3,-14.3
2025-01-22T13:00,-4.9,47,1034.3,-14.4
2025-01-22T14:00,-4.4,46,1032.9,-14.4
2025-01-22T15:00,-4.0,45,1032.0,-14.2
2025-01-22T16:00,-3.9,47,1031.0,-13.4
2025-01-22T17:00,-4.2,51,1031.0,-12.8
2025-01-22T18:00,-5.7,58,1030.9,-12.7
2025-01-22T19:00,-7.4,60,1031.4,-13.9
2025-01-22T20:00,-7.4,60,1031.7,-13.8
2025-01-22T21:00,-5.1,52,1031.7,-13.6
2025-01-22T22:00,-5.4,53,1031.6,-13.6
2025-01-22T23:00,-6.1,55,1031.9,-13.6
2025-01-23T00:00,-6.9,53,1032.1,-14.9
2025-01-23T01:00,-7.6,52,1031.3,-15.8
2025-01-23T02:00,-8.7,56,1030.6,-15.9
2025-01-23T03:00,-9.3,60,1030.0,-15.7
2025-01-23T04:00,-9.8,64,1029.6,-15.3
2025-01-23T05:00,-9.8,66,1028.6,-15.0
2025-01-23T06:00,-9.7,67,1028.4,-14.7
2025-01-23T07:00,-9.2,64,1028.4,-14.8
2025-01-23T08:00,-8.8,61,1028.6,-14.9
2025-01-23T09:00,-9.0,75,1029.6,-12.5
2025-01-23T10:00,-7.3,65,1029.6,-12.7
2025-01-23T11:00,-4.9,52,1029.6,-13.3
2025-01-23T12:00,-2.0,40,1029.0,-13.7
2025-01-23T13:00,-0.1,34,1027.5,-14.1
2025-01-23T14:00,1.5,29,1025.6,-14.5
2025-01-23T15:00,2.4,27,1024.3,-15.0
2025-01-23T16:00,2.6,26,1023.9,-14.9
2025-01-23T17:00,2.7,26,1023.7,-14.8
2025-01-23T18:00,1.5,31,1023.8,-14.0
2025-01-23T19:00,0.0,36,1024.2,-13.3
2025-01-23T20:00,-0.7,39,1024.4,-12.8
2025-01-23T21:00,-1.0,46,1025.3,-11.0
2025-01-23T22:00,-1.3,45,1025.5,-11.8
2025-01-23T23:00,-1.7,44,1025.6,-12.3
2025-01-24T00:00,-2.0,45,1025.5,-12.5
2025-01-24T01:00,-2.7,46,1025.7,-12.6
2025-01-24T02:00,-3.3,49,1025.3,-12.6
2025-01-24T03:00,-3.5,49,1025.1,-12.6
2025-01-24T04:00,-3.4,50,1025.3,-12.5
2025-01-24T05:00,-3.9,52,1025.4,-12.3
2025-01-24T06:00,-4.5,57,1025.3,-11.8
2025-01-24T07:00,-4.9,61,1025.4,-11.4
2025-01-24T08:00,-5.3,64,1025.7,-11.1
2025-01-24T09:00,-4.2,65,1026.1,-9.9
2025-01-24T10:00,-1.0,51,1026.6,-9.8
2025-01-24T11:00,2.5,39,1026.9,-9.9
2025-01-24T12:00,4.1,32,1026.9,-11.1
2025-01-24T13:00,4.8,29,1026.1,-11.8
2025-01-24T14:00,5.8,25,1024.9,-12.5
2025-01-24T15:00,6.2,25,1024.0,-12.4
2025-01-24T16:00,6.2,26,1023.6,-12.1
2025-01-24T17:00,5.7,28,1024.2,-11.5
2025-01-24T18:00,4.0,32,1024.9,-11.3
2025-01-24T19:00,1.0,40,1025.4,-11.3
2025-01-24T20:00,-0.5,44,1026.1,-11.2
2025-01-24T21:00,-1.7,64,1026.3,-7.6
2025-01-24T22:00,-1.9,66,1026.9,-7.4
2025-01-24T23:00,-1.7,64,1027.4,-7.6
2025-01-25T00:00,-1.6,60,1028.0,-8.4
2025-01-25T01:00,-2.2,59,1028.1,-9.2
2025-01-25T02:00,-3.3,63,1028.3,-9.3
2025-01-25T03:00,-3.6,65,1028.7,-9.3
2025-01-25T04:00,-3.7,66,1029.1,-9.2
2025-01-25T05:00,-3.9,67,1029.1,-9.1
2025-01-25T06:00,-4.0,68,1029.3,-9.0
2025-01-25T07:00,-4.1,70,1030.0,-8.8
2025-01-25T08:00,-4.3,73,1030.8,-8.5
2025-01-25T09:00,-5.1,75,1031.9,-8.9
2025-01-25T10:00,-1.8,58,1032.6,-8.9
2025-01-25T11:00,1.5,45,1033.0,-9.2
2025-01-25T12:00,3.9,38,1032.9,-9.2
2025-01-25T13:00,5.6,33,1031.7,-9.5
2025-01-25T14:00,6.9,29,1030.4,-10.0
2025-01-25T15:00,7.7,27,1029.4,-9.9
2025-01-25T16:00,8.1,26,1028.9,-10.1
2025-01-25T17:00,7.7,28,1028.5,-9.9
2025-01-25T18:00,4.6,36,1028.6,-9.1
2025-01-25T19:00,1.6,46,1028.6,-8.9
2025-01-25T20:00,1.8,46,1029.0,-8.5
2025-01-25T21:00,2.9,53,1029.2,-5.7
2025-01-25T22:00,1.7,59,1029.8,-5.5
2025-01-25T23:00,0.4,64,1029.6,-5.6
2025-01-26T00:00,0.2,64,1029.7,-5.9
2025-01-26T01:00,0.2,63,1029.1,-6.1
2025-01-26T02:00,0.1,61,1028.8,-6.6
2025-01-26T03:00,-0.2,60,1028.3,-7.0
2025-01-26T04:00,-0.5,61,1028.1,-7.2
2025-01-26T05:00,-0.4,60,1028.0,-7.2
2025-01-26T06:00,-0.5,60,1027.8,-7.4
2025-01-26T07:00,-1.1,61,1028.0,-7.6
2025-01-26T08:00,-1.0,60,1028.5,-7.8
2025-01-26T09:00,-1.0,63,1028.7,-7.2
2025-01-26T10:00,1.1,57,1029.0,-6.5
2025-01-26T11:00,3.0,51,1028.8,-6.2
2025-01-26T12:00,5.9,45,1028.7,-5.2
2025-01-26T13:00,9.1,38,1027.8,-4.7
2025-01-26T14:00,10.7,32,1026.5,-5.4
2025-01-26T15:00,11.7,29,1025.8,-5.8
2025-01-26T16:00,11.9,28,1025.0,-6.0
2025-01-26T17:00,11.4,29,1024.6,-6.1
2025-01-26T18:00,9.3,37,1024.8,-4.5
2025-01-26T19:00,6.5,46,1025.0,-4.2
2025-01-26T20:00,5.4,52,1025.1,-3.8
2025-01-26T21:00,5.0,49,1024.8,-4.9
2025-01-26T22:00,4.3,52,1024.9,-4.8
2025-01-26T23:00,4.1,53,1024.7,-4.6
2025-01-27T00:00,3.6,54,1024.6,-4.7
2025-01-27T01:00,3.5,55,1024.1,-4.8
2025-01-27T02:00,3.1,56,1023.4,-4.9
2025-01-27T03:00,3.0,56,1022.8,-5.0
2025-01-27T04:00,2.7,58,1022.2,-4.8
2025-01-27T05:00,3.3,56,1021.8,-4.6
2025-01-27T06:00,3.4,56,1021.4,-4.6
2025-01-27T07:00,3.7,55,1021.7,-4.6
2025-01-27T08:00,3.5,60,1021.7,-3.6
2025-01-27T09:00,4.1,71,1022.0,-0.6
2025-01-27T10:00,5.6,71,1022.2,0.8
2025-01-27T11:00,7.6,64,1022.0,1.2
2025-01-27T12:00,10.0,52,1021.7,0.6
2025-01-27T13:00,11.2,47,1020.6,0.2
2025-01-27T14:00,10.5,51,1019.2,0.8
2025-01-27T15:00,11.0,51,1017.7,1.3
2025-01-27T16:00,10.7,58,1016.3,2.8
2025-01-27T17:00,9.8,69,1015.6,4.4
2025-01-27T18:00,8.6,81,1015.2,5.5
2025-01-27T19:00,7.7,88,1015.0,5.9
2025-01-27T20:00,7.6,92,1015.0,6.4
2025-01-27T21:00,7.8,91,1014.3,6.5
2025-01-27T22:00,7.2,95,1013.8,6.5
2025-01-27T23:00,6.7,97,1013.1,6.3
2025-01-28T00:00,6.1,98,1013.3,5.7
2025-01-28T01:00,5.8,98,1013.0,5.5
2025-01-28T02:00,5.3,97,1012.8,4.9
2025-01-28T03:00,4.5,94,1012.5,3.6
2025-01-28T04:00,3.7,90,1012.7,2.2
2025-01-28T05:00,3.2,88,1012.6,1.4
2025-01-28T06:00,2.7,86,1012.6,0.6
2025-01-28T07:00,2.1,81,1013.1,-0.7
2025-01-28T08:00,1.7,73,1013.8,-2.7
2025-01-28T09:00,3.6,58,1013.4,-3.9
2025-01-28T10:00,5.6,49,1013.7,-4.3
2025-01-28T11:00,7.5,38,1013.4,-5.8
2025-01-28T12:00,9.4,32,1013.6,-6.5
2025-01-28T13:00,10.9,30,1013.0,-6.1
2025-01-28T14:00,12.0,29,1012.1,-5.4
2025-01-28T15:00,12.7,29,1011.5,-4.7
2025-01-28T16:00,12.9,30,1011.1,-4.4
2025-01-28T17:00,12.7,30,1011.0,-4.4
2025-01-28T18:00,11.6,33,1011.2,-4.2
2025-01-28T19:00,9.0,42,1011.6,-3.3
2025-01-28T20:00,8.1,47,1012.2,-2.5
2025-01-28T21:00,8.5,45,1011.2,-2.9
2025-01-28T22:00,7.9,47,1011.2,-2.7
2025-01-28T23:00,7.4,49,1011.2,-2.7
2025-01-29T00:00,6.4,53,1011.6,-2.4
2025-01-29T01:00,6.0,56,1011.4,-2.2
2025-01-29T02:00,5.6,59,1011.1,-1.9
2025-01-29T03:00,5.1,62,1010.5,-1.6
2025-01-29T04:00,4.8,63,1010.0,-1.6
2025-01-29T05:00,4.7,63,1009.9,-1.9
2025-01-29T06:00,4.4,61,1009.8,-2.5
2025-01-29T07:00,4.1,59,1010.2,-3.2
2025-01-29T08:00,4.2,57,1010.8,-3.6
2025-01-29T09:00,4.5,57,1010.6,-3.3
2025-01-29T10:00,7.6,49,1010.7,-2.4
2025-01-29T11:00,10.9,40,1011.0,-2.2
2025-01-29T12:00,13.8,35,1011.2,-1.4
2025-01-29T13:00,16.2,30,1010.1,-1.3
2025-01-29T14:00,17.3,28,1009.1,-1.4
2025-01-29T15:00,18.0,27,1008.5,-1.3
2025-01-29T16:00,18.1,27,1008.8,-1.1
2025-01-29T17:00,17.6,29,1009.3,-0.7
2025-01-29T18:00,16.2,34,1010.2,0.3
2025-01-29T19:00,13.9,41,1011.9,0.7
2025-01-29T20:00,12.0,44,1013.6,0.0
2025-01-29T21:00,13.4,33,1013.0,-2.5
2025-01-29T22:00,12.6,33,1014.4,-3.3
2025-01-29T23:00,11.7,33,1015.6,-4.2
2025-01-30T00:00,10.5,35,1016.8,-4.2
2025-01-30T01:00,9.4,37,1018.4,-4.5
2025-01-30T02:00,8.4,39,1019.3,-4.9
2025-01-30T03:00,6.8,45,1020.2,-4.4
2025-01-30T04:00,5.0,53,1021.0,-3.7
2025-01-30T05:00,4.7,55,1021.5,-3.6
2025-01-30T06:00,4.3,56,1022.1,-3.8
2025-01-30T07:00,3.6,58,1022.7,-3.9
2025-01-30T08:00,3.0,60,1023.9,-4.1
2025-01-30T09:00,2.8,71,1024.0,-1.9
2025-01-30T10:00,6.5,56,1024.5,-1.5
2025-01-30T11:00,10.3,39,1025.5,-3.2
2025-01-30T12:00,12.7,28,1026.2,-5.3
2025-01-30T13:00,14.2,24,1025.6,-6.1
2025-01-30T14:00,15.3,22,1024.5,-6.3
2025-01-30T15:00,15.9,22,1023.4,-5.7
2025-01-30T16:00,15.7,24,1022.7,-4.9
2025-01-30T17:00,14.7,27,1022.8,-4.3
2025-01-30T18:00,13.3,33,1022.9,-2.6
2025-01-30T19:00,11.8,40,1022.9,-1.4
2025-01-30T20:00,11.2,44,1022.9,-0.5
2025-01-30T21:00,11.9,43,1023.1,-0.2
2025-01-30T22:00,11.6,45,1023.4,0.1
2025-01-30T23:00,11.1,45,1023.0,-0.2
2025-01-31T00:00,10.0,46,1022.5,-1.0
2025-01-31T01:00,9.1,44,1021.1,-2.4
2025-01-31T02:00,9.2,45,1020.3,-2.2
2025-01-31T03:00,9.6,52,1020.1,0.1
2025-01-31T04:00,9.3,61,1019.5,2.1
2025-01-31T05:00,9.0,71,1018.5,4.1
2025-01-31T06:00,9.3,80,1017.9,6.1
2025-01-31T07:00,9.2,88,1017.4,7.3
2025-01-31T08:00,9.1,93,1017.0,8.0
2025-01-31T09:00,8.7,88,1018.6,6.9
2025-01-31T10:00,10.2,86,1018.5,7.9
2025-01-31T11:00,12.8,73,1018.2,8.1
2025-01-31T12:00,15.1,63,1017.3,8.2
2025-01-31T13:00,17.2,59,1015.8,9.0
2025-01-31T14:00,18.9,57,1013.8,10.2
2025-01-31T15:00,20.9,55,1012.1,11.4
2025-01-31T16:00,21.4,56,1010.6,12.3
2025-01-31T17:00,21.5,59,1009.3,13.1
2025-01-31T18:00,20.4,64,1009.0,13.4
2025-01-31T19:00,19.2,69,1008.6,13.5
2025-01-31T20:00,18.8,72,1008.3,13.5
2025-01-31T21:00,18.1,73,1007.8,13.1
2025-01-31T22:00,17.9,78,1007.7,14.1
2025-01-31T23:00,14.8,97,1008.0,14.4
2025-02-01T00:00,14.1,98,1007.8,13.9
2025-02-01T01:00,13.7,98,1008.1,13.5
2025-02-01T02:00,13.7,98,1008.1,13.4
2025-02-01T03:00,12.8,92,1008.5,11.6
2025-02-01T04:00,12.2,96,1009.2,11.6
2025-02-01T05:00,11.9,88,1010.7,10.0
2025-02-01T06:00,10.9,81,1012.3,7.8
2025-02-01T07:00,10.0,78,1014.1,6.2
2025-02-01T08:00,9.4,75,1016.1,5.3
2025-02-01T09:00,9.4,80,1016.1,6.2
2025-02-01T10:00,12.0,63,1017.8,5.2
2025-02-01T11:00,13.5,54,1018.8,4.5
2025-02-01T12:00,14.7,48,1020.0,3.9
2025-02-01T13:00,15.6,45,1021.0,3.7
2025-02-01T14:00,15.5,46,1021.0,3.9
2025-02-01T15:00,15.2,47,1021.1,4.0
2025-02-01T16:00,14.5,49,1021.5,4.0
2025-02-01T17:00,14.2,49,1022.2,3.7
2025-02-01T18:00,13.6,53,1023.1,4.2
2025-02-01T19:00,12.2,58,1024.0,4.1
2025-02-01T20:00,11.1,54,1025.5,2.0
2025-02-01T21:00,12.1,64,1025.2,5.5
2025-02-01T22:00,10.9,60,1026.1,3.6
2025-02-01T23:00,10.0,53,1027.0,1.0
2025-02-02T00:00,8.7,66,1027.8,2.7
2025-02-02T01:00,7.2,64,1028.5,0.8
2025-02-02T02:00,6.5,58,1028.8,-1.3
2025-02-02T03:00,5.9,56,1029.0,-2.2
2025-02-02T04:00,5.6,56,1029.1,-2.5
2025-02-02T05:00,5.3,57,1029.2,-2.7
2025-02-02T06:00,5.0,55,1029.1,-3.3
2025-02-02T07:00,4.8,53,1029.4,-4.1
2025-02-02T08:00,4.5,51,1029.8,-4.7
2025-02-02T09:00,3.9,57,1031.1,-3.8
2025-02-02T10:00,4.3,58,1030.9,-3.3
2025-02-02T11:00,5.5,56,1031.2,-2.7
2025-02-02T12:00,6.6,55,1030.8,-1.8
2025-02-02T13:00,8.1,55,1029.3,-0.5
2025-02-02T14:00,10.1,52,1027.6,0.8
2025-02-02T15:00,11.5,52,1026.2,2.0
2025-02-02T16:00,11.9,53,1025.4,2.6
2025-02-02T17:00,11.5,56,1024.9,2.9
2025-02-02T18:00,11.0,59,1024.9,3.3
2025-02-02T19:00,10.5,64,1024.4,4.0
2025-02-02T20:00,10.3,67,1025.5,4.5
2025-02-02T21:00,7.3,74,1025.7,2.9
2025-02-02T22:00,6.1,83,1025.5,3.4
2025-02-02T23:00,5.4,88,1024.9,3.5
2025-02-03T00:00,4.3,93,1024.8,3.2
2025-02-03T01:00,4.0,93,1024.5,3.0
2025-02-03T02:00,3.7,95,1024.1,2.9
2025-02-03T03:00,3.2,96,1023.8,2.6
2025-02-03T04:00,2.8,97,1023.5,2.4
2025-02-03T05:00,2.4,98,1023.4,2.2
2025-02-03T06:00,2.1,98,1023.1,1.8
2025-02-03T07:00,2.1,98,1023.0,1.8
2025-02-03T08:00,2.3,97,1023.5,1.9
2025-02-03T09:00,3.5,95,1024.1,2.8
2025-02-03T10:00,6.4,84,1024.5,3.9
2025-02-03T11:00,9.7,74,1024.5,5.2
2025-02-03T12:00,12.9,64,1024.1,6.2
2025-02-03T13:00,15.2,57,1022.8,6.7
2025-02-03T14:00,16.9,52,1021.1,6.9
2025-02-03T15:00,18.0,48,1019.8,6.9
2025-02-03T16:00,18.6,47,1019.0,7.1
2025-02-03T17:00,18.4,48,1018.7,7.2
2025-02-03T18:00,17.1,54,1018.4,7.7
2025-02-03T19:00,14.6,63,1018.0,7.6
2025-02-03T20:00,13.1,70,1018.2,7.8
2025-02-03T21:00,12.7,72,1018.0,7.8
2025-02-03T22:00,12.4,74,1017.9,7.9
2025-02-03T23:00,12.1,77,1017.6,8.1
2025-02-04T00:00,11.8,79,1017.4,8.3
2025-02-04T01:00,11.6,79,1017.0,8.2
2025-02-04T02:00,11.4,80,1016.7,8.0
2025-02-04T03:00,11.2,79,1016.2,7.6
2025-02-04T04:00,11.2,77,1016.2,7.2
2025-02-04T05:00,11.2,76,1015.9,7.0
2025-02-04T06:00,11.0,77,1015.5,7.1
2025-02-04T07:00,10.7,79,1015.6,7.1
2025-02-04T08:00,10.4,79,1016.0,7.0
2025-02-04T09:00,10.8,78,1016.4,7.1
2025-02-04T10:00,13.8,68,1017.0,7.9
2025-02-04T11:00,17.0,57,1017.5,8.4
2025-02-04T12:00,19.8,50,1017.4,9.0
2025-02-04T13:00,21.3,45,1017.3,8.9
2025-02-04T14:00,21.8,46,1017.3,9.7
2025-02-04T15:00,22.1,43,1017.1,9.1
2025-02-04T16:00,21.3,46,1017.6,9.1
2025-02-04T17:00,19.9,46,1018.8,8.0
2025-02-04T18:00,18.1,51,1019.9,7.7
2025-02-04T19:00,15.1,60,1021.0,7.4
2025-02-04T20:00,13.6,66,1022.0,7.3
2025-02-04T21:00,15.0,58,1020.9,6.8
2025-02-04T22:00,13.7,56,1021.4,5.2
2025-02-04T23:00,12.7,56,1022.0,4.2
2025-02-05T00:00,11.6,60,1022.7,4.1
2025-02-05T01:00,9.2,66,1024.1,3.1
2025-02-05T02:00,8.2,64,1024.7,1.8
2025-02-05T03:00,7.5,65,1025.1,1.3
2025-02-05T04:00,6.8,66,1025.2,0.8
2025-02-05T05:00,6.1,64,1025.1,-0.1
2025-02-05T06:00,5.4,63,1025.2,-1.1
2025-02-05T07:00,4.9,62,1025.3,-1.8
2025-02-05T08:00,4.4,62,1025.8,-2.2
2025-02-05T09:00,4.9,64,1026.7,-1.3
2025-02-05T10:00,6.3,57,1027.1,-1.6
2025-02-05T11:00,8.0,49,1027.1,-2.0
2025-02-05T12:00,9.7,43,1026.9,-2.3
2025-02-05T13:00,10.5,41,1026.2,-2.1
2025-02-05T14:00,10.8,41,1025.3,-1.9
2025-02-05T15:00,10.7,42,1024.5,-1.8
2025-02-05T16:00,10.7,43,1023.8,-1.3
2025-02-05T17:00,10.2,47,1023.7,-0.7
2025-02-05T18:00,9.5,53,1023.5,0.5
2025-02-05T19:00,8.8,61,1023.8,1.6
2025-02-05T20:00,8.2,64,1024.2,1.9
2025-02-05T21:00,4.9,83,1024.7,2.2
2025-02-05T22:00,4.6,84,1024.8,2.1
2025-02-05T23:00,4.2,86,1025.0,2.1
2025-02-06T00:00,4.2,85,1024.7,2.0
2025-02-06T01:00,4.3,84,1024.3,1.9
2025-02-06T02:00,4.4,84,1023.3,1.9
2025-02-06T03:00,4.5,83,1022.1,1.9
2025-02-06T04:00,4.6,83,1021.5,2.0
2025-02-06T05:00,4.7,83,1020.5,2.0
2025-02-06T06:00,4.6,84,1019.9,2.1
2025-02-06T07:00,4.9,84,1019.6,2.4
2025-02-06T08:00,4.9,85,1019.6,2.6
2025-02-06T09:00,4.0,88,1020.8,2.3
2025-02-06T10:00,5.3,84,1021.2,2.8
2025-02-06T11:00,6.0,83,1020.9,3.4
2025-02-06T12:00,9.3,76,1020.0,5.2
2025-02-06T13:00,12.6,69,1018.1,7.1
2025-02-06T14:00,16.5,62,1016.4,9.2
2025-02-06T15:00,19.3,59,1015.1,11.0
2025-02-06T16:00,20.5,60,1013.8,12.4
2025-02-06T17:00,20.6,61,1013.7,12.7
2025-02-06T18:00,19.7,65,1014.2,12.9
2025-02-06T19:00,18.0,72,1014.2,12.9
2025-02-06T20:00,16.8,78,1014.8,12.8
2025-02-06T21:00,13.4,81,1014.8,10.2
2025-02-06T22:00,13.5,83,1014.5,10.6
2025-02-06T23:00,13.5,85,1014.4,11.0
2025-02-07T00:00,13.4,87,1014.4,11.2
2025-02-07T01:00,13.8,86,1014.2,11.6
2025-02-07T02:00,14.6,86,1013.8,12.2
2025-02-07T03:00,15.1,88,1013.5,13.2
2025-02-07T04:00,15.8,91,1014.1,14.2
2025-02-07T05:00,15.8,93,1014.6,14.7
2025-02-07T06:00,15.8,94,1015.5,14.8
2025-02-07T07:00,13.1,81,1017.4,9.9
2025-02-07T08:00,11.0,55,1019.0,2.3
2025-02-07T09:00,12.3,81,1018.8,9.2
2025-02-07T10:00,14.4,69,1019.6,8.7
2025-02-07T11:00,16.4,43,1019.7,3.6
2025-02-07T12:00,17.7,26,1019.9,-1.9
2025-02-07T13:00,18.5,21,1019.6,-4.0
2025-02-07T14:00,19.2,19,1018.9,-4.9
2025-02-07T15:00,19.7,19,1018.5,-4.9
2025-02-07T16:00,19.7,19,1018.5,-4.5
2025-02-07T17:00,19.0,22,1018.9,-3.5
2025-02-07T18:00,16.8,31,1019.7,-0.7
2025-02-07T19:00,13.4,38,1021.1,-0.8
2025-02-07T20:00,12.0,41,1022.1,-0.9
2025-02-07T21:00,12.4,49,1020.7,2.0
2025-02-07T22:00,11.5,47,1021.2,0.7
2025-02-07T23:00,11.7,45,1021.7,0.1
2025-02-08T00:00,11.0,45,1021.9,-0.5
2025-02-08T01:00,10.2,46,1022.2,-1.0
2025-02-08T02:00,9.0,48,1022.7,-1.3
2025-02-08T03:00,8.6,46,1022.4,-2.3
2025-02-08T04:00,7.5,55,1022.4,-1.0
2025-02-08T05:00,7.0,62,1022.4,0.2
2025-02-08T06:00,6.6,63,1022.3,-0.0
2025-02-08T07:00,6.6,62,1022.7,-0.2
2025-02-08T08:00,6.6,59,1023.0,-0.8
2025-02-08T09:00,6.2,62,1023.8,-0.4
2025-02-08T10:00,6.7,62,1023.9,0.0
2025-02-08T11:00,7.0,68,1023.8,1.5
2025-02-08T12:00,8.6,66,1023.3,2.7
2025-02-08T13:00,8.4,70,1022.6,3.3
2025-02-08T14:00,8.1,77,1021.1,4.4
2025-02-08T15:00,7.9,92,1020.2,6.7
2025-02-08T16:00,8.4,89,1018.9,6.6
2025-02-08T17:00,8.9,86,1018.3,6.7
2025-02-08T18:00,9.2,85,1017.5,6.9
2025-02-08T19:00,9.0,88,1016.7,7.1
2025-02-08T20:00,9.5,87,1016.0,7.4
2025-02-08T21:00,6.0,90,1017.1,4.6
2025-02-08T22:00,5.5,94,1016.8,4.6
2025-02-08T23:00,6.3,91,1016.4,5.0
2025-02-09T00:00,7.8,91,1015.2,6.5
2025-02-09T01:00,10.4,96,1013.3,9.8
2025-02-09T02:00,12.3,97,1012.7,11.8
2025-02-09T03:00,13.9,96,1012.0,13.3
2025-02-09T04:00,15.0,96,1011.6,14.3
2025-02-09T05:00,15.0,97,1011.8,14.6
2025-02-09T06:00,15.7,96,1012.2,15.1
2025-02-09T07:00,16.1,96,1012.8,15.4
2025-02-09T08:00,16.0,97,1014.0,15.6
2025-02-09T09:00,15.1,97,1015.6,14.6
2025-02-09T10:00,15.7,90,1017.0,14.0
2025-02-09T11:00,16.8,57,1017.7,8.3
2025-02-09T12:00,17.8,47,1018.7,6.3
2025-02-09T13:00,17.5,46,1019.4,5.6
2025-02-09T14:00,17.2,42,1019.4,4.3
2025-02-09T15:00,16.7,40,1019.0,3.0
2025-02-09T16:00,16.2,35,1019.1,0.7
2025-02-09T17:00,15.3,33,1019.7,-0.9
2025-02-09T18:00,13.7,35,1020.5,-1.4
2025-02-09T19:00,11.3,43,1021.5,-0.8
2025-02-09T20:00,9.9,49,1022.5,-0.4
2025-02-09T21:00,11.8,52,1021.5,2.3
2025-02-09T22:00,11.8,54,1021.8,2.9
2025-02-09T23:00,11.6,65,1022.8,5.3
2025-02-10T00:00,9.8,76,1023.8,5.7
2025-02-10T01:00,8.1,76,1024.1,4.1
2025-02-10T02:00,6.5,90,1024.6,5.0
2025-02-10T03:00,5.5,94,1024.7,4.6
2025-02-10T04:00,4.9,95,1025.0,4.2
2025-02-10T05:00,4.5,96,1025.0,3.9
2025-02-10T06:00,4.3,92,1025.5,3.1
2025-02-10T07:00,3.7,97,1026.3,3.2
2025-02-10T08:00,3.6,93,1027.2,2.6
2025-02-10T09:00,3.4,95,1028.3,2.6
2025-02-10T10:00,3.6,88,1029.0,1.7
2025-02-10T11:00,4.1,79,1029.7,0.8
2025-02-10T12:00,5.4,67,1030.2,-0.2
2025-02-10T13:00,5.9,64,1029.6,-0.4
2025-02-10T14:00,6.5,59,1029.0,-0.9
2025-02-10T15:00,7.7,53,1028.5,-1.4
2025-02-10T16:00,8.4,50,1028.0,-1.5
2025-02-10T17:00,8.4,49,1028.1,-1.6
2025-02-10T18:00,7.9,51,1028.3,-1.8
2025-02-10T19:00,5.4,63,1028.5,-1.0
2025-02-10T20:00,4.2,71,1029.1,-0.6
2025-02-10T21:00,3.8,74,1029.9,-0.5
2025-02-10T22:00,3.1,75,1030.1,-0.8
2025-02-10T23:00,2.8,77,1030.4,-0.9
2025-02-11T00:00,2.5,79,1030.1,-0.8
2025-02-11T01:00,2.1,82,1029.4,-0.6
2025-02-11T02:00,1.4,86,1029.6,-0.7
2025-02-11T03:00,1.3,85,1029.5,-0.9
2025-02-11T04:00,1.5,82,1029.2,-1.2
2025-02-11T05:00,2.2,79,1028.3,-1.2
2025-02-11T06:00,2.2,76,1028.8,-1.6
2025-02-11T07:00,2.1,73,1028.8,-2.2
2025-02-11T08:00,2.1,70,1028.6,-2.9
2025-02-11T09:00,2.0,75,1029.6,-1.9
2025-02-11T10:00,2.3,74,1029.7,-2.0
2025-02-11T11:00,2.7,69,1029.3,-2.4
2025-02-11T12:00,2.9,72,1028.1,-1.6
2025-02-11T13:00,3.3,70,1026.7,-1.7
2025-02-11T14:00,3.6,72,1025.1,-0.9
2025-02-11T15:00,3.7,78,1023.2,0.3
2025-02-11T16:00,3.4,86,1022.1,1.3
2025-02-11T17:00,3.0,96,1021.3,2.5
2025-02-11T18:00,3.0,97,1021.5,2.5
2025-02-11T19:00,2.7,99,1021.2,2.6
2025-02-11T20:00,2.4,99,1021.4,2.3
2025-02-11T21:00,1.0,98,1021.4,0.7
2025-02-11T22:00,1.0,98,1021.2,0.7
2025-02-11T23:00,1.0,98,1020.5,0.6
2025-02-12T00:00,1.2,97,1020.7,0.8
2025-02-12T01:00,1.4,97,1020.1,0.9
2025-02-12T02:00,1.4,98,1019.6,1.1
2025-02-12T03:00,1.5,97,1019.8,1.1
2025-02-12T04:00,1.5,98,1019.6,1.2
2025-02-12T05:00,1.5,98,1019.1,1.3
2025-02-12T06:00,1.5,98,1019.0,1.3
2025-02-12T07:00,1.4,99,1019.2,1.2
2025-02-12T08:00,1.4,99,1020.0,1.2
2025-02-12T09:00,1.1,97,1020.8,0.7
2025-02-12T10:00,1.4,96,1021.9,0.9
2025-02-12T11:00,1.6,98,1022.0,1.2
2025-02-12T12:00,1.9,97,1021.6,1.5
2025-02-12T13:00,2.5,93,1020.0,1.4
2025-02-12T14:00,4.7,84,1019.4,2.1
2025-02-12T15:00,5.3,82,1018.8,2.5
2025-02-12T16:00,5.3,83,1018.7,2.6
2025-02-12T17:00,5.2,84,1019.0,2.7
2025-02-12T18:00,4.9,89,1018.5,3.3
2025-02-12T19:00,4.5,98,1019.6,4.2
2025-02-12T20:00,4.4,98,1019.7,4.1
2025-02-12T21:00,2.7,98,1019.9,2.4
